date,Temperature,Rain,Wd,Ws,Pres,RH,dew point Max,dew point Avg,dew point Min,Classes
2021-08-16,36.2,0,206,12.4,1013.5,51.2,25,16.5,7,1
2021-08-17,28,2.9,67,11.1,1016.3,73,24,21.4,17,0
2021-08-18,28,0.5,86,11.5,1016.6,69,21,19.8,18,0
2021-08-19,28.1,0,127,9.4,1012.9,75,23,20.2,17,0
2021-08-20,30,0,135,9.6,1013.9,78.2,24,22.5,21,0
2021-08-21,30,0,115,8.2,1016,78.2,24,21.7,19,0
2021-08-22,31.3,0,215,8.9,1016.6,61.5,22,17.8,14,0
2021-08-23,31,0,58,9.9,1013.8,64.6,24,18.8,9,0
2021-08-24,29,0,61,8.4,1012.3,78.8,24,22.6,21,0
2021-08-25,29,0,93,9.7,1010.7,77.2,24,22.1,19,0
2021-08-26,29,0.4,95,8.9,1013.4,78.3,24,22,20,0
2021-08-27,29,0,165,9.9,1013.3,76.1,23,20.3,14,1
2021-08-28,33.3,0,186,14.6,1012.2,55.3,22,16.5,11,0
2021-08-29,28.6,0.1,97,8.1,1013.2,72.2,22,19.6,18,0
2021-08-30,28,0,149,8.9,1013.4,72.5,22,19.4,18,0
2021-08-31,29,0,172,10.5,1014.1,71.2,23,20.4,14,0
2021-09-01,30,0,137,12.6,1013.4,64.4,25,19.6,15,0
2021-09-02,30,0,148,10.5,1015.1,70.8,23,20.4,16,0
2021-09-03,28,0,122,6.9,1014.9,79.8,23,21.6,20,0
2021-09-04,29,0,153,9.1,1014.8,78.6,23,21.2,19,0
2021-09-05,29,0,112,8.6,1016.6,78.4,23,21.5,20,0
2021-09-06,28,0,162,9.3,1019.4,75.7,21,19.5,17,0
2021-09-07,28.5,0,185,9.4,1018.7,68.7,21,17.9,15,0
2021-09-08,37,0,179,11.5,1012.8,53.5,23,16.9,11,1
2021-09-09,28.7,0,127,8.6,1012.7,72.8,23,19.9,17,1
2021-09-10,29.5,0,174,11.6,1015.6,67.5,22,18.4,15,0
2021-09-11,29.2,0,171,9.1,1018,73.5,21,19,17,0
2021-09-12,28,0,169,10.1,1015.8,71.7,21,17.9,15,1
2021-09-13,28.5,0,198,9.1,1015.9,66.3,21,16.8,13,1
2021-09-14,31.8,0,245,9.4,1013.1,48.5,22,14.7,10,1
2021-09-15,31,0,159,7.5,1014,60.5,22,19.8,17,0
2021-09-16,30,0.2,46,8.5,1014.8,68.1,24,20.6,14,0
2021-09-17,28,7.9,43,8.3,1014.1,80.7,23,22.3,21,0
2021-09-18,28,0.1,103,7.6,1013.6,81,23,21.8,20,0
2021-09-19,27.2,0.1,114,8.8,1015.8,79.5,22,20.6,19,1
2021-09-20,27,1.9,73,10.2,1016.1,76.4,21,20.4,19,0
2021-09-21,26.2,11.2,220,10,1016.5,81,21,18.4,16,0
2021-09-22,27.8,0,193,13.4,1015.1,78.6,22,18.8,17,0
2021-09-23,32,0,274,9.9,1013.1,70,23,19,13,0
2021-09-24,36.3,0,197,10.7,1012.1,51.9,23,17.4,10,1
2021-09-25,34,0,126,9.6,1015.3,79.7,27,22.4,18,0
2021-09-26,29,0,278,9.6,1018.4,77.4,23,21.6,18,0
2021-09-27,27,2.7,61,6.9,1020.2,78.6,22,21.2,19,0
2021-09-28,26,0,188,8.5,1020.1,75.8,20,18.5,17,0
2021-09-29,26.4,0,189,8.8,1021.8,74,20,18.1,17,0
2021-09-30,26,0,110,10.5,1022.9,72.7,19,17.4,16,0
2021-10-01,26,0,121,8.7,1019.4,70.9,18,17.5,17,0
2021-10-02,26,0,85,7.1,1016.7,74.5,20,17.5,14,0
2021-10-03,28.7,0,191,10.5,1012.5,64.1,20,15.9,13,1
2021-10-04,29,0.2,292,8.9,1016.1,59.1,17,14.3,13,0
2021-10-05,25.1,0.1,179,6.8,1019.6,57.5,14,13.2,12,0
2021-10-06,25,1.4,269,9.9,1020.9,64.9,17,13,11,0
2021-10-07,24,5.4,109,7.4,1019.3,69.6,17,15.1,13,0
2021-10-08,25,0.2,268,9.9,1018.2,65.7,14,12.7,11,1
2021-10-09,25,2.1,269,12.1,1018.5,64.5,15,12.2,10,1
2021-10-10,23.1,1,234,11.6,1019.9,78,17,14.2,13,0
2021-10-11,24,0,210,11.2,1020.2,68.4,14,12.6,11,0
2021-10-12,23,0,223,8.8,1017.2,72.3,15,12.9,12,0
2021-10-13,24,4,277,10,1016.8,71,13,12.3,11,0
2021-10-14,23,6.4,285,8.1,1020.4,69.1,16,12.2,9,0
2021-10-15,22.6,0,227,12.7,1019.9,64.4,19,10.9,7,0
2021-10-16,23,0,223,11.1,1017.4,68.6,15,11.5,9,0
2021-10-17,23,0,213,9.5,1018.2,71.3,15,12.7,11,0
2021-10-18,23,0,207,10.7,1022.6,72.2,15,12.8,11,0
2021-10-19,23,0,204,9.1,1025.5,68.7,13,11.4,9,0
2021-10-20,27,0,222,16.6,1022.8,52.1,17,9.3,6,1
2021-10-21,30,0,242,18.4,1017.5,46.6,16,9,6,0
2021-10-22,24,0,196,9.3,1015.1,67.3,18,13.1,7,1
2021-10-23,23,14.1,267,9.3,1017.2,80.4,17,15.2,12,0
2021-10-24,23.1,9.1,244,10.2,1019.9,76.9,15,13.8,12,0
2021-10-25,21.5,4.8,252,11.2,1020,78.8,16,13.8,11,0
2021-10-26,22.4,0,170,12,1020.4,75.5,16,14.1,12,0
2021-10-27,22,0.4,204,8.4,1020,73.8,14,13.2,12,0
2021-10-28,22,0.1,220,8.8,1017.6,74,15,12.9,10,0
2021-10-29,23,0,208,10.9,1015.8,74.5,19,13.5,12,0
2021-10-30,26.4,0,233,13.5,1014.7,61.5,15,11.6,8,0
2021-10-31,30,0,236,11.5,1013.8,55.2,18,12.4,9,0
2020-06-01,27,0.3,338,9,1012.4,73.2,19,16.2,13,0
2020-06-02,,0,,,,79,18,15.8,11,0
2020-06-03,25,0,152,9.1,1009.8,71.5,20,15.8,13,0
2020-06-04,31.6,0,179,16.9,1005.2,60,17,13.8,10,1
2020-06-05,26,5.1,326,11.8,1011.1,72.5,18,15.7,13,0
2020-06-06,25,0,199,9,1011.9,76.8,20,15.9,13,0
2020-06-07,29,0,160,13.8,,61.2,18,15.2,13,1
2020-06-08,25,0,163,6.9,1011.7,79,18,16.3,14,0
2020-06-09,24,7.1,184,7.9,1015.7,79.8,20,15.7,13,0
2020-06-10,,0,,,,73.5,17,14.3,11,1
2020-06-11,25.5,0,172,11.5,,66.9,17,14.1,9,1
2020-06-12,26.7,0,169,10.9,,61.8,17,13.5,9,0
2020-06-13,26,3,212,10.7,1014.8,71.2,17,14.8,11,0
2020-06-14,24.6,0,,9.9,1018.9,66.8,17,12.9,9,0
2020-06-15,26,0,183,12,1020.4,65,17,13.1,10,1
2020-06-16,28.7,0,176,9.5,1017.2,61,18,13.1,10,0
2020-06-17,26,0,161,9.9,1015.7,69.8,19,15,11,0
2020-06-18,25,0,168,8.6,,75,20,16.6,13,0
2020-06-19,27,0,,,1015.9,76,20,17.6,10,0
2020-06-20,26.1,0,146,9.1,1021.1,71.6,19,16.2,13,1
2020-06-21,27.1,0,152,10.6,1020.5,69.9,20,16.1,12,1
2020-06-22,,0,,,,64.3,18,15.2,13,1
2020-06-23,26,0,134,9.7,1017.8,74.6,20,16.8,12,0
2020-06-24,28.6,0,,9.9,1014.3,74.8,22,18.2,15,0
2020-06-25,27.3,0,128,8.5,1013.4,76.2,23,19.2,14,0
2020-06-26,28.1,0,85,9.7,1012.9,79.6,22,20.7,18,0
2020-06-27,28,2,104,8.9,1015.2,77.5,22,20.1,17,0
2020-06-28,26.5,0,140,9.4,1016.5,78.3,21,18.9,16,1
2020-06-29,27,0,129,9.6,1015.7,80,22,19.5,17,0
2020-06-30,28,0,215,9.4,1012.5,78.4,23,20.1,17,1
2020-07-01,29.5,0,129,13.2,1011.2,67.4,23,19.5,12,1
2020-07-02,,0,,,,71.7,22,19.8,14,1
2020-07-03,28,0,65,9,1015.7,72,22,19.8,13,1
2020-07-04,27,0,72,9.8,1020.4,68.6,20,18.6,17,1
2020-07-05,27,0,140,9.5,1019.3,71.2,20,17.2,16,0
2020-07-06,29,0,137,11,1016,68.1,20,17,14,1
2020-07-07,,0,,,,67.6,20,17.3,14,0
2020-07-08,28,0,131,10.2,1015.9,72.3,20,18.1,16,1
2020-07-09,28.2,0,151,9.9,1014.5,74.2,22,18.8,16,1
2020-07-10,28,0,109,12.3,1012.9,72.6,23,20,10,1
2020-07-11,29.9,0,151,11.5,1012.8,72.4,23,21,16,1
2020-07-12,28,0,79,9.2,1016,78.7,23,22.1,21,1
2020-07-13,28.6,0,97,9.6,1015,78.9,22,21.4,20,0
2020-07-14,27.4,0,67,8.6,,78.5,22,21.1,20,0
2020-07-15,27.4,13,108,9.9,1015.2,78.3,22,20.4,19,0
2020-07-16,27,0,106,10.9,1016.8,75,21,19.3,18,0
2020-07-17,27,0,110,10.3,1015.5,73,20,18.8,17,0
2020-07-18,27,0,114,9.2,,72.6,19,18.5,17,0
2020-07-19,27,0,138,9.8,,72.8,20,18.3,17,0
2020-07-20,28,0,,10.3,1015.8,79,23,20,17,1
2020-07-21,30,0,180,9,1015.3,74,23,20.3,17,1
2020-07-22,29,0,,9,1014.2,69.3,23,19.6,16,1
2020-07-23,28,0,132,11.5,1013.4,76.3,23,20.5,16,1
2020-07-24,29,0,159,8.3,1013.5,76.4,22,20.6,19,0
2020-07-25,28,0,151,8.7,1013.9,80.4,24,20.8,18,1
2020-07-26,29,0,144,9.3,1012.9,73.9,24,20.9,17,1
2020-07-27,31,0,161,10.2,1013.6,68.2,24,19.9,15,1
2020-07-28,,0,,,,64.2,25,19.8,14,1
2020-07-29,,0,,,,58.4,24,18.6,12,1
2020-07-30,35,0,178,12.6,1012.4,62.5,24,19,11,1
2020-07-31,38.7,0,,12.8,1012.9,52.7,26,17.4,11,1
2020-08-01,29.1,0,160,9.4,1014.5,71.3,24,19.7,13,1
2020-08-02,30,0,109,9.6,1012.6,73.2,25,21.3,14,1
2020-08-03,,0,,,,76.2,24,20.8,3,1
2020-08-04,,0,,,,67.7,23,19.9,18,0
2020-08-05,28,0,145,10.2,1013.6,65.6,19,17,14,0
2020-08-06,28,0,148,9.9,1015.4,67.1,20,17.5,15,1
2020-08-07,28,0,175,10.1,1017.2,69.6,21,17.9,16,1
2020-08-08,28,0,168,9.3,1018.1,70.1,22,18.3,15,1
2020-08-09,28.5,0,178,9.5,1015.4,68.9,22,18.3,15,1
2020-08-10,29,0,189,9,1012.6,66.2,23,18.1,14,1
2020-08-11,,0,,,,65,23,18.4,13,1
2020-08-12,,0,,,,60.4,24,18.6,6,1
2020-08-13,32,0,139,15.2,1012.8,71,25,22,14,1
2020-08-14,29,0.5,109,14.3,1012.8,80.7,25,23,18,1
2020-08-15,29,0,148,13.4,,73.7,25,22.3,18,0
2020-08-16,29,0.3,140,8.2,,76.2,25,21.7,12,0
2020-08-17,,0,,,,63.4,23,17.9,10,0
2020-08-18,29,0,148,9.5,1012.8,64.7,24,17.7,12,1
2020-08-19,29,0,,8.2,1010.3,70,24,19.3,14,1
2020-08-20,32,0,196,12.6,1007.6,62.5,25,19.9,13,1
2020-08-21,31,0,156,12.9,1012.1,77.8,26,22.8,17,1
2020-08-22,,0,,,,80.5,25,23.1,20,1
2020-08-23,30,0,93,10,,78.7,24,22.7,21,0
2020-08-24,29,0,,12.1,1015.5,72.2,23,21.5,20,0
2020-08-25,29.4,,,,,72.9,23,20.1,17,1
2020-08-26,29,0,177,10.2,,67.8,23,18.6,14,1
2020-08-27,29,0,169,9.9,1015.5,72,23,18.9,15,1
2020-08-28,32.6,0,191,10.7,1007.2,57.9,22,17.4,12,1
2020-08-29,38,0,225,12.5,1003.1,48.4,21,15.9,10,1
2020-08-30,,0,,,,63.2,22,18.4,15,0
2020-08-31,26,5.1,,9.8,1015.9,74.9,22,18.5,16,0
2020-09-01,27.4,0,199,11.4,1012.5,70.8,20,16.7,15,0
2020-09-02,27,0,252,9.8,1013.4,73.9,20,18.7,18,0
2020-09-03,,0.5,,,,73.4,19,17.2,15,0
2020-09-04,,0,,,,68.8,18,17,15,1
2020-09-05,27.3,0,138,10.6,1016.9,75.1,22,18.8,15,1
2020-09-06,27,0,119,7.6,1015,75.6,21,19.4,18,0
2020-09-07,,0,,,,76.4,21,19.2,17,0
2020-09-08,26,17,280,7.4,1018.5,80.5,20,18.6,18,0
2020-09-09,27,0,245,9.7,,82.7,22,19.2,16,0
2020-09-10,25.2,22.1,,8.4,,83.5,20,19.1,18,0
2020-09-11,27.7,8.9,263,8.2,,71.6,18,16.9,16,0
2020-09-12,26.4,0.3,238,9.3,1016.4,75.8,20,17.9,16,0
2020-09-13,28,5.1,211,9,1020.4,77.9,21,19.1,17,0
2020-09-14,27,0,180,9.8,1021.3,81.3,21,19.8,18,0
2020-09-15,26.4,0,190,10.3,1019.3,80.1,22,19.6,18,0
2020-09-16,,0,,,,78.5,23,18.9,15,0
2020-09-17,27.4,0,191,8.8,1015.7,71.4,21,17.3,15,1
2020-09-18,29,0,,12.2,1015.7,71.4,23,18.6,13,1
2020-09-19,33,2,230,15.2,1016.5,65,22,18.8,13,0
2020-09-20,27.1,1,172,8.6,1017.1,70.5,21,16.8,14,0
2020-09-21,26.6,0,192,8.1,1016.4,76.3,21,17.8,15,0
2020-09-22,28,0,188,9.8,1014.7,72.5,20,16.7,14,1
2020-09-23,27,0,215,10.9,1014,65.5,19,16.1,14,0
2020-09-24,,0,,,,55.8,19,14.6,12,1
2020-09-25,31,0,276,12.2,1013.7,54.6,18,14.8,12,1
2020-09-26,24,0.5,260,10.5,1014.6,62.8,15,12,10,0
2020-09-27,24.4,0,246,12.3,1011.2,71.4,16,12.1,8,0
2020-09-28,24.1,7.1,217,12.4,1016.2,70.9,14,12.8,12,1
2020-09-29,25,0,220,9.7,1016.9,72.1,18,14.3,12,0
2020-09-30,26,0,131,10.9,1013.8,78.2,21,17.3,13,0
2020-10-01,,0,,,,81.4,20,18,16,0
2020-10-02,33,0,223,14.4,1002.2,59.6,18,13.6,5,0
2020-10-03,26,0,299,10.2,1007.1,61.8,16,11.3,5,1
2020-10-04,23,0,227,11,1011.9,55.3,11,8.1,6,1
2020-10-05,24,0,262,10.4,1015.2,65.4,16,12.2,9,0
2020-10-06,,0,,,,66.8,14,13,12,1
2020-10-07,24.2,0,210,11.1,1021.3,58,13,10.5,8,0
2020-10-08,24,0,139,10.9,1023,65.5,18,13.4,9,1
2020-10-09,24,0,195,9.1,1021.1,77.7,18,16,13,1
2020-10-10,24,0,77,8.4,1020.1,80.5,18,17,15,0
2020-10-11,,0,,,,84.9,18,16.2,15,0
2020-10-12,20,81,256,10.8,,75.6,13,10.9,6,0
2020-10-13,24,0.3,243,13.3,1016.3,62.8,11,8.6,6,0
2020-10-14,27.1,0,243,13.7,1009.6,60.1,15,10,2,0
2020-10-15,22,0.5,224,8.6,1014,73.4,14,11.7,9,0
2020-10-16,,0.5,,,,66.3,10,8.7,5,0
2020-10-17,23,0,227,13.3,1017.8,63,11,8.5,7,0
2020-10-18,22.3,0,217,11.8,1020.4,67.8,14,9.8,6,0
2020-10-19,22,0,220,11.4,,72.8,14,11.3,10,0
2020-10-20,28,0,247,16.4,1017.4,55.3,16,10,6,1
2020-10-21,29.9,0,249,18.2,1015.7,40.7,17,7.8,5,1
2020-10-22,29,0,252,18,,42.5,17,9.2,4,1
2020-10-23,24.1,0,146,10.5,1020.7,64.3,18,14.5,8,0
2020-10-24,22.8,1,192,7.1,1023.9,79.5,17,15.4,12,0
2020-10-25,,0,,,,71.8,14,12,10,0
2020-10-26,27,0,,12,1014.6,67,15,10,5,0
2020-10-27,23.3,5.1,252,11.9,1018.6,62.7,10,8.2,7,0
2020-10-28,22,0,219,11.4,,67.2,13,8.9,3,0
2020-10-29,22.6,0,221,11.2,1025.5,82,11,11,11,0
2020-10-30,21,0,218,10.4,1025.7,79.3,15,11.8,9,0
2020-10-31,21,0,206,11.2,1023.9,77.5,16,11.8,9,1
2019-06-01,23,0,161,12,1021.3,82.2,18,14.9,11,0
2019-06-02,24,0,123,12.1,,78.4,18,15.3,12,0
2019-06-03,24.1,0,168,15.6,1016.4,81.8,20,16.5,13,0
2019-06-04,26.1,0,177,13.7,,80.2,21,17,13,0
2019-06-05,,0,,,,78.9,22,17.6,13,0
2019-06-06,25,0,,10,,79.8,19,17.3,13,0
2019-06-07,33,0,,20.3,1013.3,63.9,20,16.5,12,0
2019-06-08,25.1,0,105,13.3,1018.1,79.8,22,18,11,0
2019-06-09,24.6,0,143,19.6,1014.2,83.1,21,19.4,16,0
2019-06-10,26,0,113,10.5,,78.9,19,18.1,16,0
2019-06-11,25,0,154,10.9,,83.9,20,17.9,15,0
2019-06-12,25,0,97,12.4,,87.4,20,18.3,15,0
2019-06-13,29,0,116,10.1,1007.8,83,23,20.5,18,0
2019-06-14,29,0,122,20.2,,79.1,22,20.3,17,0
2019-06-15,27,0,,11.1,,79.8,21,18.6,0,0
2019-06-16,25,0,,9.6,1017.1,87.5,22,19.7,16,0
2019-06-17,26,0.5,72,11.9,1015.9,88.3,22,20.3,19,0
2019-06-18,26,0.3,119,10,1014.9,86.4,22,19.5,17,0
2019-06-19,,0,,,,86.8,22,20.5,18,0
2019-06-20,27,3,110,13.3,,86.6,23,21.5,16,0
2019-06-21,,0,,,,75.5,23,19.4,16,0
2019-06-22,27,0,107,10.4,1014.6,84.4,24,20,16,0
2019-06-23,27,0,,10.1,,88,24,22.3,20,0
2019-06-24,27,0,143,17.6,1012.1,84.8,23,21.6,19,1
2019-06-25,27,0,109,10.7,1015,88.5,23,21.1,17,0
2019-06-26,35.8,0,,14.8,,77.3,24,21.1,18,1
2019-06-27,31,0,,8.9,,77.4,24,20.9,17,1
2019-06-28,31,0,157,11.1,1015,73.3,24,20.1,17,0
2019-06-29,30,0,122,11.7,1013.2,76.2,24,21.1,17,1
2019-06-30,,0,,,,71.3,24,20.9,16,0
2019-07-01,29,0,,13.5,,79.1,23,20.3,15,1
2019-07-02,28.6,0,138,11.3,,81,23,20.8,16,0
2019-07-03,28.5,0,105,10.3,1012.9,83.9,24,22.4,20,0
2019-07-04,30,0,141,12.9,1013.1,87.4,25,23.6,21,0
2019-07-05,,0,,,,83.8,25,23.6,19,0
2019-07-06,31.9,0,86,12.7,1014.4,76.5,25,23.6,19,1
2019-07-07,40.7,0,197,13.1,1013.4,47,23,19.7,16,0
2019-07-08,36.8,0,216,14.5,1011.7,46.6,24,19.1,15,0
2019-07-09,30,0,99,12.7,1012.3,61.3,22,18.7,17,1
2019-07-10,28.2,0,103,12.2,1014,75.3,23,20,16,0
2019-07-11,28,0,75,10.4,1013.9,77.4,23,20.8,19,0
2019-07-12,29.3,0,156,12.6,1014.6,74.8,24,20.2,17,1
2019-07-13,31,0,89,14.7,1012.6,65,23,19.1,13,1
2019-07-14,29,0,84,11.1,1010.7,76.8,24,21.5,19,1
2019-07-15,29,0,124,11.8,,75.1,23,20.5,18,0
2019-07-16,30,0,147,10.1,1015,66.6,22,18.6,15,0
2019-07-17,29,0,141,12.7,,66.1,21,17.5,14,1
2019-07-18,28.1,0,95,11.2,,69.9,22,19.3,14,0
2019-07-19,29.9,0,140,11.2,1014.6,74.6,22,20.1,18,0
2019-07-20,30,0,,11.7,,76.6,24,21.6,17,1
2019-07-21,29.1,0,,9.4,1016.6,80,25,22.5,18,1
2019-07-22,30,0,,9.3,1018.4,81.5,25,21.8,18,1
2019-07-23,30.4,0,29,11,1015.7,71.9,24,20.6,18,1
2019-07-24,,0,,,,71.5,23,20.3,14,1
2019-07-25,29.1,0,142,13.4,1012.2,77.7,25,21.1,17,1
2019-07-26,,0,,,,74.7,25,20.9,16,1
2019-07-27,29.7,0,160,14.2,,69.2,22,19.6,17,1
2019-07-28,30.3,0,148,12,1009.2,70.5,23,19.3,16,1
2019-07-29,29,0,123,10.5,,74,23,19.9,16,1
2019-07-30,30,0,,11.5,,71.2,24,19.7,16,1
2019-07-31,29.1,0,,9.4,,77.8,24,22.1,19,0
2019-08-01,42,0.3,170,19.5,,59.2,24,20.3,13,1
2019-08-02,37,0,106,14.8,1012,59.8,24,20.2,10,1
2019-08-03,30,0,,9.4,1012.9,78.8,25,22.8,21,1
2019-08-04,33,1,201,12.5,,70,24,22.3,20,0
2019-08-05,31.4,0,,12.9,,78.2,27,23.2,0,0
2019-08-06,33,0,121,15.2,1011.7,73,28,24,19,1
2019-08-07,43,0,201,15.2,1010.1,50.9,24,19.9,13,1
2019-08-08,31.9,0,,9.4,,70.7,25,22.4,18,1
2019-08-09,30.8,0,,11.5,1013.8,69.2,26,20.7,12,1
2019-08-10,32.3,0,158,10.9,1014.9,53.7,24,17.4,11,1
2019-08-11,32,0,159,11.6,1012.8,62.8,26,19.5,11,1
2019-08-12,32,0,135,10.2,1012.9,60.6,22,19.9,16,1
2019-08-13,30,3,31,14.1,,76.1,26,21.4,16,0
2019-08-14,29,0,68,14.1,1018.1,66.5,21,19.7,18,0
2019-08-15,29,0,150,13.1,1018.2,69.5,20,18.1,16,1
2019-08-16,30,0,162,13.2,1016.9,73,23,19.6,17,1
2019-08-17,30.1,0,172,12.4,1014.7,76.3,25,21.1,17,1
2019-08-18,33.4,0,,11.4,1011.2,70,25,20.6,15,1
2019-08-19,31,0,113,9.9,1013.2,70,23,20.9,15,1
2019-08-20,30,0,148,10.9,1014,77,24,22.4,20,1
2019-08-21,30,0,75,12.7,,79.5,24,22.5,21,1
2019-08-22,28.3,1,327,10.9,,81.4,24,22.8,20,0
2019-08-23,29,0.3,116,10,1017.2,75.7,21,20.5,19,0
2019-08-24,29,0,122,9.5,1016.2,75.8,23,21.6,20,0
2019-08-25,29,0,,10.8,1015.3,78,24,22.6,21,0
2019-08-26,30,0,76,9.1,,81.3,25,23.4,21,0
2019-08-27,31,0,,8.8,1013.1,67.1,24,21,16,0
2019-08-28,,0.3,,,,64.2,21,18.8,16,0
2019-08-29,30,0.3,235,11.3,1017.9,71.8,21,19.3,17,0
2019-08-30,29.3,0,138,10.3,1018.3,75,22,20.2,18,0
2019-08-31,29,0,150,10.1,1014.9,75.3,23,20.5,12,0
2019-09-01,30,0,228,11.3,,74.6,22,19.7,19,0
2019-09-02,30.3,0,206,12.3,1016.6,71.6,23,19.8,18,1
2019-09-03,29,0,85,11.9,,72.2,21,19.7,19,0
2019-09-04,28,0,126,11.6,1017.3,70.8,20,18.4,18,0
2019-09-05,28.8,0,,12.1,,69.7,21,18.1,16,1
2019-09-06,28,1,119,13.8,1017.7,67.9,21,17.2,13,0
2019-09-07,27.2,0,78,14.3,1018,63.9,20,17.1,0,1
2019-09-08,26,0,,10.4,1016.3,79.5,21,19.3,18,0
2019-09-09,29.5,1,191,10.4,1015.7,79.8,23,19.6,18,0
2019-09-10,28,0,201,12.6,1010.7,76,21,18.5,17,0
2019-09-11,23,5.1,,9.7,,79.2,18,16,13,0
2019-09-12,27,22.1,210,10.8,1019.9,84.4,22,19.1,12,0
2019-09-13,29,0,200,10.5,1019.6,87.3,26,23.1,20,0
2019-09-14,30,0,177,10.8,,80.2,25,22.8,20,1
2019-09-15,34,11.9,206,14.6,,74.8,23,20,18,0
2019-09-16,29,0,132,14.6,1016.3,71.1,24,21.2,17,0
2019-09-17,27.6,0.8,,8.1,,84.7,23,21.7,19,0
2019-09-18,,16,,,,70.8,22,19.6,18,0
2019-09-19,27.3,0.3,,7.5,1015.3,79.3,22,20.8,19,0
2019-09-20,28,0,206,11.4,1015.6,79.5,23,21.1,16,0
2019-09-21,31,0,,14.1,1012.5,55.3,22,17.6,15,0
2019-09-22,27.2,0,140,7,1014,81,23,21.3,18,0
2019-09-23,28,0,177,7.5,1018,76.5,21,19.4,18,0
2019-09-24,26,0,,10.6,,82.3,21,19.3,18,0
2019-09-25,,0,,,,72.1,20,17.4,11,0
2019-09-26,26.2,0,194,10.9,1018.2,79.8,22,18.5,16,1
2019-09-27,26.3,0,192,9.9,1018,79.9,21,18.5,15,1
2019-09-28,26,0,195,11,,79.6,21,17.9,15,1
2019-09-29,,0,,,,78.4,21,18.4,13,0
2019-09-30,26,0,214,12.1,,72.4,22,15.8,12,1
2019-10-01,30,0,214,12.9,1012.4,62.9,21,14.2,10,1
2019-10-02,,0,,,,73.1,20,15.6,12,1
2019-10-03,25.2,22.1,,10,1016,81.1,19,16.8,15,0
2019-10-04,27,0.3,227,11.8,,75.8,18,15.7,13,0
2019-10-05,26,0,201,12.7,1015.6,71.4,18,14.8,11,0
2019-10-06,25,0,203,13.9,1016.8,69,19,13.9,10,0
2019-10-07,22,0,268,13.2,,78.8,19,14.9,11,0
2019-10-08,25,3,276,10.1,,72.8,17,15.5,12,0
2019-10-09,24,0,205,13.4,1017.1,74.3,16,14.1,11,0
2019-10-10,24.5,0,207,12.8,1019.4,74.8,18,14.5,11,0
2019-10-11,25,0,212,12.7,1020.6,79.1,19,16.1,14,1
2019-10-12,31.3,0,240,14.5,,68.6,21,15.3,11,1
2019-10-13,31,0,227,18,1016.9,56,21,14.3,12,1
2019-10-14,32.8,0,246,17.5,1014.5,56.4,20,15,12,0
2019-10-15,28.1,1,253,13.1,1017.9,70.8,19,16.1,10,0
2019-10-16,24,0,239,12.3,,78.5,17,15.2,14,0
2019-10-17,25,0,193,14.4,1018,73.4,19,15.4,14,0
2019-10-18,24.4,0,191,11.9,1017.6,79.4,19,15.9,14,0
2019-10-19,27,0,203,14,1012.5,73.3,21,16.2,14,0
2019-10-20,32,0,271,15.9,,44.8,18,13.2,10,0
2019-10-21,24.1,0,78,10.5,1015.9,83.7,21,19.5,16,0
2019-10-22,28,0,230,12.4,1007.4,73.8,20,17.9,17,1
2019-10-23,21,23.1,226,8.5,,70.1,16,13.5,11,0
2019-10-24,23.9,0,,16.3,,57.1,11,9,7,0
2019-10-25,22,10.9,250,12.7,1019.6,79.2,16,13.5,10,0
2019-10-26,21,9.9,223,13.5,1018.6,87.9,16,15.1,14,0
2019-10-27,23,8.9,,13.4,1019.5,83.1,16,14,13,0
2019-10-28,23.3,0.5,238,10.2,,81.7,16,14.3,13,0
2019-10-29,,0,,,,83.4,17,14.7,13,0
2019-10-30,22.2,0,208,11.7,1020.8,80.2,16,14.1,13,0
2019-10-31,24,0,229,11.1,,76.3,16,14.1,12,0
2018-06-01,24,2,,,1018.4,85.4,19,17.1,14,0
2018-06-02,,5.1,,,,87.7,20,18.8,17,0
2018-06-03,,7.1,,,,84.4,20,17.6,10,0
2018-06-04,,3,,,,73.9,18,15.3,14,0
2018-06-05,26,0,153,12,1013.4,74.5,19,15.5,12,0
2018-06-06,24,3,170,10.3,1014.5,84.1,19,17.4,16,0
2018-06-07,,1,,,,77.3,17,15.8,14,0
2018-06-08,26,0,177,12,1016.4,72.3,17,14.8,13,0
2018-06-09,29.2,0,178,15.3,1012.6,66.4,20,16.5,12,0
2018-06-10,,0,,,,73.4,20,17.3,14,0
2018-06-11,26,0,153,11.8,1012.7,77.6,18,16.7,15,0
2018-06-12,,0,,,,75.1,18,16.3,15,0
2018-06-13,25.6,0,159,11.4,1014,73.7,19,16.8,14,0
2018-06-14,,0,,,,77,19,16.9,15,0
2018-06-15,,0,,,,72.5,18,16.1,13,0
2018-06-16,25.7,0,141,13.9,1015.7,71.7,18,15.7,13,0
2018-06-17,,0,,,,76.7,19,17,14,0
2018-06-18,25,0,138,11.5,1019.7,76.7,19,17,15,0
2018-06-19,,0,,,,73.7,19,16.6,13,0
2018-06-20,,0,,,,82.3,21,18.7,16,0
2018-06-21,,0,,,,81.9,22,19.8,17,0
2018-06-22,27,0,108,10.5,,81.6,22,20.1,17,0
2018-06-23,27.2,0,237,10.4,1016.8,74.8,21,18.6,12,0
2018-06-24,,0,,,,71.1,21,17.6,14,0
