date,Temperature,Rain,Wd,Ws,Pres,RH,dew point Max,dew point Avg,dew point Min,Classes
2015-06-08,26.5,0,,4.5,,82.8,21,19,15,0
2015-06-09,27,0,,5.8,,84,21,19.9,18,0
2015-06-10,28.8,0,,5.8,,83,23,20.6,18,0
2015-06-11,28.4,0,,10.7,,79.5,23,20.6,19,0
2015-06-12,26.6,0,,7.4,,80.1,22,19.6,17,0
2015-06-13,26.1,0,,4,,74,20,17,13,0
2015-06-14,28,0,,12.9,,68.8,19,16.2,14,0
2015-06-15,26.4,0.5,,,,71.7,18,16.1,15,0
2015-06-16,26.2,0,,5.7,,67.4,18,15.4,12,0
2015-06-17,26.1,0,,8.5,,75.5,18,16.1,14,0
2015-06-18,25.3,0,,7.5,,76.2,19,16.8,14,0
2015-06-19,26.5,0,,6.9,,77.3,19,17.5,16,0
2015-06-20,27.4,0,,7.8,,74.7,20,17.4,14,0
2015-06-21,28,0,,4.5,,70.4,19,16.5,13,0
2015-06-22,27,0,,9.6,,71.9,21,17.6,13,0
2015-06-23,27.2,0.3,,,,75.3,22,19.6,15,0
2015-06-24,27.5,1,,7.2,,81.7,22,19.6,16,0
2015-06-25,28,0,,6.4,,78.2,21,19,16,1
2015-06-26,26.5,0,,,,79,21,18,15,0
2015-06-27,28.8,0,,9.5,,62,22,15.1,9,0
2015-06-28,31.9,0,,9.4,,58.6,22,16,10,0
2015-06-29,29.7,0,,5.3,,69.8,24,18.6,13,0
2015-06-30,31,0,,8.2,,72.2,23,17.9,-1,0
2015-07-01,30.5,0,,6.6,,63.5,23,17.5,9,0
2015-07-02,34.6,0,,9.4,,63.9,25,18.1,12,0
2015-07-03,30.5,0,,7,,74.5,25,19.7,15,0
2015-07-04,31,0,,7.4,,71.3,24,19.8,16,1
2015-07-05,33,0,,3.3,,62.6,24,18.8,15,0
2015-07-06,32.5,0,,2.5,,60.2,23,18,14,0
2015-07-07,34.1,0,,5.4,,59.7,24,18.3,13,0
2015-07-08,34,0,,8.3,,63.2,24,19,13,0
2015-07-09,29.3,0,,4.1,,75.5,24,20.7,16,0
2015-07-10,28.9,0,,3.4,,78.1,22,20,18,0
2015-07-11,29.1,0,,6,,72.1,22,18.7,13,1
2015-07-12,29.5,0,,3.6,,79.3,25,21.1,16,1
2015-07-13,29.7,0,,2.3,,81.8,24,22.3,20,0
2015-07-14,29.6,0,,3.2,,79.4,24,21.4,19,0
2015-07-15,30.3,0,,5.6,,72,23,19.6,17,1
2015-07-16,29.5,0,,6.5,,77.8,24,20.6,16,0
2015-07-17,,,,,,83.3,24,22.7,21,0
2015-07-18,29.8,0,,4.4,,81.3,24,22.3,19,0
2015-07-19,30,0,,7.9,,78.5,25,21.4,15,0
2015-07-20,29.7,0,,7.5,,81.6,25,22.4,18,1
2015-07-21,31.5,0,,8.3,,83.5,26,23.9,22,1
2015-07-22,31.5,0,,8.7,,78.3,26,23.3,19,1
2015-07-23,31.6,0,,6.3,,77.6,25,23.1,20,0
2015-07-24,31,0,,5.4,,76,24,22,18,0
2015-07-25,34,0,,7.2,,58.8,24,18.9,16,1
2015-07-26,30.8,0,,4.6,,74,25,21.1,15,0
2015-07-27,33.4,0,,11.9,,76.6,26,22.3,17,0
2015-07-28,31.1,0,,6.8,,75.5,27,22,16,0
2015-07-29,31.7,0,,,,78.4,27,22.6,0,1
2015-07-30,32.1,,,11,,80.2,27,25.1,20,0
2015-07-31,31.6,0,,8.3,,86.7,27,25.4,22,1
2015-08-01,35.2,6.1,,11.4,,70.7,27,23.1,19,0
2015-08-02,30.7,0,,9,,82.5,26,24.7,24,0
2015-08-03,30.6,0,,3.2,,82.4,26,23.9,21,0
2015-08-04,30.5,0,,7.8,,78,25,21.6,19,0
2015-08-05,33,0,,,,82.4,26,23.3,19,1
2015-08-06,33.1,0,,6.3,,74.2,26,22.1,20,1
2015-08-07,33.8,0,,5.5,,66.8,26,20.8,16,1
2015-08-08,31.2,0,,4.4,1014.8,77.2,27,22.4,17,0
2015-08-09,31.2,0,,6,,81.3,26,24,20,0
2015-08-10,32.5,2,,6.1,,79.4,25,23.6,21,0
2015-08-11,30.5,0,,4.6,,78.8,25,22.5,20,0
2015-08-12,30.5,0,,4.9,1016.2,79.8,26,22.8,21,1
2015-08-13,32.5,,,7,1014.4,73,25,22.2,21,1
2015-08-14,31.1,0,,5.8,,78.1,25,22.3,19,0
2015-08-15,29.2,0,,5.3,,70.3,23,18.5,14,0
2015-08-16,29,0,,4.1,1013.6,75.7,22,20,16,0
2015-08-17,30.5,0,,7.1,1011.5,73.4,24,19.8,17,0
2015-08-18,33.2,0,,7.5,,72,24,20.7,16,0
2015-08-19,29.5,2,,6.6,,83.2,24,22.9,22,0
2015-08-20,30,0,,5.4,,75.7,23,21.5,20,0
2015-08-21,30,0,,4.7,,75.8,22,20.4,19,0
2015-08-22,30.3,0,268,8.8,1013.8,70.6,23,20.2,17,1
2015-08-23,32.4,0,,15.1,,67.5,25,21.1,17,1
2015-08-24,32,0,,6.4,1013.9,71.8,22,20.6,18,0
2015-08-25,29.5,0,,5.3,,74.8,23,20.8,16,0
2015-08-26,30,0,,5.1,,82,25,22.7,20,0
2015-08-27,31.5,0,,,,83.3,25,23.6,22,0
2015-08-28,32,0,,5.8,,84.2,26,24.4,22,0
2015-08-29,31.9,0,,5.2,,80.4,26,24,19,1
2015-08-30,32.6,,,5.3,,67.8,25,21.4,17,0
2015-08-31,32,0,,,,73.1,25,22.2,18,1
2015-09-01,35.4,0,,7,1014.2,76.9,25,22.4,18,0
2015-09-02,31,0,,3.7,,79.3,24,22.9,21,0
2015-09-03,29.4,0,,1.8,,80.2,24,22.4,19,0
2015-09-04,31,3,,3.5,,83.7,24,23,22,0
2015-09-05,29.5,2,,4.8,,79,23,21.3,20,0
2015-09-06,26.2,0,,13.5,,80.6,23,21.6,20,0
2015-09-07,25.2,0.3,,11.3,,81.1,22,20.7,20,0
2015-09-08,26.1,0,,2.6,,84.3,22,20.5,19,0
2015-09-09,27.2,1,,7.8,1014.2,70.7,21,17.1,14,0
2015-09-10,28.1,0,,5.8,,73.1,20,17.2,15,0
2015-09-11,32.3,0,,9.5,1014.8,65,22,17.2,13,0
2015-09-12,37.8,0,247,16.1,1014.3,55.1,23,17.1,12,0
2015-09-13,39,,,24.4,,56.6,23,18.2,14,0
2015-09-14,30.2,0,,4.9,,74.9,23,20.5,18,1
2015-09-15,30,0,,5.9,,72.7,23,19.7,16,0
2015-09-16,30.5,0,,3.9,,70.6,23,18.7,16,0
2015-09-17,31,0,,4.5,1012.1,73.4,22,19.3,17,0
2015-09-18,28.8,,,1.9,,78.5,23,20.4,18,0
2015-09-19,26.2,0,,9.2,1019.1,79.3,23,21.1,20,0
2015-09-20,27.1,1,,2.8,,74.8,21,18.4,16,0
2015-09-21,27,0,,11.6,1017.3,71.3,17,15,12,0
2015-09-22,30.5,0,222,11,,57.9,19,14.1,9,1
2015-09-23,30.2,0,,12.9,,66.4,22,17.3,14,0
2015-09-24,25,7.1,,,,83.8,20,18,16,0
2015-09-25,26.5,3,,,,74.2,17,15.7,14,0
2015-09-26,26,0,,10.5,,77.3,23,15.7,13,0
2015-09-27,27,,,8.1,,76.3,18,16.4,14,0
2015-09-28,26.2,3,,4.7,,77,18,16.2,15,0
2015-09-29,25,0,,4.2,,80.6,19,16.5,14,0
2015-09-30,29.6,0,,12.4,,64.8,18,15.7,14,0
2015-10-01,26,,,13.2,,66.5,17,15.3,14,0
2015-10-02,25.2,,,9,,77.5,20,16.3,14,0
2015-10-03,30.5,0,,12.8,1017.6,65.3,23,16,11,0
2015-10-04,32,,,13.7,,57.1,21,17.1,14,0
2015-10-05,33.5,0,,9.2,,61,22,17.8,14,0
2015-10-06,30.6,0,,10.8,1014.6,66,22,18.8,16,0
2015-10-07,29.2,0,,7.2,,79.6,21,19.5,18,0
2015-10-08,26,6.1,,6,,87.4,21,19.2,18,0
2015-10-09,21,2,,8.6,,87.1,20,16.3,0,0
2015-10-10,25.3,8.9,,10.5,,76.2,17,14.7,12,0
2015-10-11,27,0.8,,12.2,,70.5,17,13.3,11,0
2015-10-12,29.7,0,,11.2,,69.6,21,16.1,13,0
2015-10-13,30,0,,7.4,,74.5,22,17.6,13,0
2015-10-14,29,0,,5.1,,80.7,20,18.6,18,0
2015-10-15,24.5,0,,5.5,,82.2,18,16.7,15,0
2015-10-16,24.4,0,,6.9,,79.9,18,15.6,14,0
2015-10-17,24.2,0,,4.9,,83.4,20,16.4,13,0
2015-10-18,27,0,,10.4,,66.3,21,16.3,13,0
2015-10-19,32.5,0,,12.3,,68.2,21,16.9,12,0
2015-10-20,25.3,0,,5.5,,85.8,20,18.1,15,0
2015-10-21,19.2,5.1,,6.4,,90.1,18,15.7,13,0
2015-10-22,19.3,7.1,,5.5,,87.7,15,13.7,12,0
2015-10-23,22,8.9,,6,,79.7,15,13.7,12,0
2015-10-24,23,0,,8.3,,78.7,17,14,11,0
2015-10-25,26,0,,4.5,,78.5,19,15.9,11,0
2015-10-26,23,0,,17.2,,72.6,16,14.6,13,0
2015-10-27,28,2,,13.9,1015.5,76.6,19,16,14,0
2015-10-28,25.5,0,,5.8,,78.7,19,16.5,14,0
2015-10-29,24,0.3,,,,74.9,16,14,12,0
2015-10-30,23.1,0,,8.3,,80.9,17,14,11,0
2015-10-31,,0,,,,80.1,16,13.8,11,0
2014-06-01,21.9,0,,,,85.3,17,16.6,16,0
2014-06-02,18,47,,,,92.1,17,14.4,13,0
2014-06-03,22.7,18,,9.2,,81.6,17,14.1,11,0
2014-06-04,29.1,0,,,,70.3,19,15.1,13,0
2014-06-05,30.5,0,,14.2,,64.9,20,15.4,13,0
2014-06-06,32.7,0,,10.5,,61.5,20,15.6,11,0
2014-06-07,36,0,,18.1,,61.6,20,16,12,0
2014-06-08,26,0,,,,80.5,21,18.2,14,0
2014-06-09,25.2,0,,11.6,,85.3,20,18.8,16,0
2014-06-10,25.6,0,,,,84.4,21,18.8,16,0
2014-06-11,25.6,0,,7.5,,87.9,22,19.9,18,0
2014-06-12,26.2,0,,,,87.5,22,20.4,18,0
2014-06-13,27.2,0,,,,80.4,22,18.5,15,0
2014-06-14,27.7,0,,9.6,,70.9,20,16.8,13,0
2014-06-15,27.2,0,,7.8,,78.8,22,18.1,14,0
2014-06-16,25.5,0.5,,8.6,,74.5,20,17.8,16,0
2014-06-17,25.5,0,,,,78,19,17.1,15,0
2014-06-18,25.4,0,,,,75.4,19,17,14,0
2014-06-19,26,0,,8.3,,80,21,18.5,16,0
2014-06-20,26.8,0,,,,80.7,22,19.6,18,0
2014-06-21,27,0.3,,,,83.7,22,20.3,18,0
2014-06-22,26.7,0,,,,82.5,22,20.4,19,1
2014-06-23,27.3,0,,,,83.5,21,19.9,18,0
2014-06-24,,0,,,,84.8,22,20.3,18,0
2014-06-25,27,1,,9,,82.2,21,19.6,18,0
2014-06-26,26.3,0,,,,78.7,20,18.1,16,0
2014-06-27,26.7,0,,10.3,,80.1,21,18.5,16,0
2014-06-28,34.2,0,,13,,65.8,22,19.1,13,1
2014-06-29,31.5,0,,14.3,,74.5,22,20.2,17,0
2014-06-30,26.6,0,,,,80.3,22,19.5,18,0
2014-07-01,28.5,0,,10.1,,74.1,22,18.3,15,1
2014-07-02,30,0,,,,67.4,23,18.2,14,0
2014-07-03,29,0,,,,75.7,22,20.8,18,1
2014-07-04,28.4,0,,9.9,,73.1,21,18.9,14,0
2014-07-05,27.9,0,,7.6,,72.4,20,17.9,15,0
2014-07-06,28.2,0,,10.1,,79.7,23,19.9,15,0
2014-07-07,29.3,0,,,,73.4,21,19.8,17,0
2014-07-08,27.6,0,,9.3,,81.8,22,20.4,16,1
2014-07-09,28,0,,9.8,,79.4,22,20.3,19,1
2014-07-10,26.9,0,81,12.8,,75.8,20,19.2,18,0
2014-07-11,27.2,0,,7.4,,75,19,17.6,16,0
2014-07-12,,0,,,,75.9,20,18.4,16,1
2014-07-13,27.6,0,,,,81.2,22,19.8,16,0
2014-07-14,29.5,0,,9.8,,81,24,20.3,17,1
2014-07-15,28.2,0,,,,80.6,24,20.2,18,1
2014-07-16,28.4,0,,,,79.8,22,19.5,17,1
2014-07-17,,0,,,,81.1,22,20.1,17,1
2014-07-18,31.7,0,,13.5,,67.3,23,18.3,14,1
2014-07-19,33.3,0,,17.1,,61.5,24,20,11,1
2014-07-20,30.6,0,,12.9,,75.3,23,21.4,19,1
2014-07-21,28,0.5,,8.1,,77.6,22,19.9,17,1
2014-07-22,27.4,0,,,,79.3,22,18.8,14,1
2014-07-23,28.5,0,,9.9,,73.9,21,18.3,15,1
2014-07-24,31.7,0,,12.7,,70.6,24,19.6,14,1
2014-07-25,29.1,0,,11.1,,80.9,24,22.4,16,1
2014-07-26,29.5,0.3,,6.2,,86.5,24,23.5,22,1
2014-07-27,28.7,0,,6.6,,81.6,24,21.8,17,0
2014-07-28,,0,,,,72.7,22,19.6,17,1
2014-07-29,30.9,0,,10.9,,74,23,20.9,17,1
2014-07-30,28.1,0,,11.4,,71.2,22,19,17,0
2014-07-31,28.6,0,,,,73.1,21,18.1,15,1
2014-08-01,31.6,0,,12,,73.2,23,19.5,17,1
2014-08-02,30.5,0,,10.9,,68.2,22,19.1,17,1
2014-08-03,29.4,0,,,,75.2,23,20.1,17,1
2014-08-04,31.4,0,,8.5,,81,25,22.3,19,0
2014-08-05,30.4,0,,,,83.5,24,23.2,22,1
2014-08-06,28.8,0,,,,85.6,24,21.9,20,0
2014-08-07,29.5,0,,10.4,,79.2,23,20.6,19,1
2014-08-08,30.4,0,,8.5,,77,25,21.1,17,1
2014-08-09,36.8,0,,,,62.9,26,20.8,15,1
2014-08-10,36,0,,,,63.5,25,20.8,15,1
2014-08-11,31.4,0,,,,70.9,24,20.6,17,1
2014-08-12,30,0,,7.2,,74,25,21.1,17,1
2014-08-13,30.6,0,,11.1,,80.8,23,22.3,21,1
2014-08-14,29.7,0,,9.6,,81.4,24,22,20,1
2014-08-15,28.8,0,,,,79.7,23,21.6,21,0
2014-08-16,28,0,,12.7,,78.1,22,20.8,20,0
2014-08-17,28.2,0,,,,77.9,22,21,20,1
2014-08-18,28.5,0,,,,81,24,21.1,18,1
2014-08-19,29.6,0,,12.3,,83.8,24,23.6,22,1
2014-08-20,30.5,1,,7.2,,85.6,24,23,21,0
2014-08-21,28.8,0,,9.4,,83.2,24,21.3,18,1
2014-08-22,30.5,0,,,,79.3,24,20.6,17,1
2014-08-23,34.2,,,,,70.3,23,19.6,16,0
2014-08-24,28.5,,,7.7,,82.2,23,20.7,19,0
2014-08-25,28.7,0,,10.1,,81.3,23,20.9,19,1
2014-08-26,33.1,0,,,,67.8,23,18.9,14,1
2014-08-27,29.1,0,,,,72.4,23,18.6,12,1
2014-08-28,29.4,0,,9.5,,78.4,25,20.4,14,1
2014-08-29,30,0,,11.8,,78.2,25,21.3,18,1
2014-08-30,31,0,,11.9,,69.9,25,20.9,14,1
2014-08-31,30.4,0,,,,80.6,25,22.2,19,1
2014-09-01,29,0,,7.7,,77.8,23,21.2,17,1
2014-09-02,30.6,0,,,,70.8,23,19.2,16,1
2014-09-03,30,0,,10.6,,75.4,22,19.7,17,1
2014-09-04,29.3,0,,,,79,23,20.4,17,1
2014-09-05,29.1,0,,9.1,,78.4,23,20.3,17,1
2014-09-06,29,0,,9.9,,80.9,22,20.4,18,1
2014-09-07,31.5,0,,12.4,,70.2,24,19.4,14,1
2014-09-08,31.8,0,,,,56.4,24,18.7,14,1
2014-09-09,36.1,0,,15.1,,57.5,24,18.3,13,1
2014-09-10,30.7,0,,7.6,,77.2,24,21.2,18,0
2014-09-11,,0,,,,78.2,23,20.7,19,1
2014-09-12,30.3,0,,11.9,,72.6,23,19.1,14,1
2014-09-13,30,0,,,,72,22,18.8,16,1
2014-09-14,29.6,0,,9.3,,73,24,19.3,14,1
2014-09-15,31.9,0,,,,59.2,21,16,13,0
2014-09-16,31.4,0,,,,63.8,23,17.7,12,0
2014-09-17,34.7,0,,,,59.2,23,18.3,15,1
2014-09-18,29.2,1,,,,81,24,22.5,20,0
2014-09-19,30,0,,7.9,,80.6,24,23,21,0
2014-09-20,37.5,0,,,,65,24,20.2,15,1
2014-09-21,29,3,,8.6,,75.5,25,21.4,16,0
2014-09-22,31.2,0,,11.6,,70.7,24,20.7,17,0
2014-09-23,31.5,0,,6.9,,70.2,20,18.6,16,1
2014-09-24,29.1,0,,9,,79.9,22,20,17,1
2014-09-25,29,0,,8.1,,77.6,21,19.4,18,0
2014-09-26,26.5,2,75,13.6,,79.2,20,18.5,17,0
2014-09-27,27.5,0,,8.9,,75.5,21,18.6,17,0
2014-09-28,32.9,0,,16.4,,69.7,23,19.3,16,0
2014-09-29,32,0,,8.7,,60.8,21,17.9,16,1
2014-09-30,33.4,0,,15.2,,65.8,22,18.5,15,1
2014-10-01,30.5,0,,12.5,,73.6,24,20.2,16,0
2014-10-02,27.5,0,,10.3,,81.7,23,21.4,19,0
2014-10-03,25,0,,4.5,,83.9,22,19.3,16,0
2014-10-04,25.5,39.1,,15.3,,86.9,19,18,16,0
2014-10-05,26,25.9,,,,82.3,19,17.6,17,0
2014-10-06,27.4,7.1,,13.5,,75.6,20,16.4,14,0
2014-10-07,28.5,0,,13.4,,71.7,22,17.1,13,1
2014-10-08,34.5,,,14.6,,57.6,21,16.7,12,1
2014-10-09,29.5,0,,10.4,,74.4,23,19.4,12,1
2014-10-10,27.5,0,,9.2,,84.1,22,20.1,18,1
2014-10-11,27.2,0,,5.7,,81.9,22,19.9,17,0
2014-10-12,28.8,0,,12,,68.4,22,18.4,14,1
2014-10-13,26.3,0,,7.1,,74.8,21,18.9,16,0
2014-10-14,25.6,0,,8.2,,74.6,19,17.1,13,0
2014-10-15,25,3,,6.7,,68.8,17,14,11,0
2014-10-16,25.4,0,,,,70.1,17,13.8,11,0
2014-10-17,31.7,0,,14.7,,58.6,19,13.9,10,1
2014-10-18,34,0,,13.4,,59.4,21,15,12,1
2014-10-19,30.5,0,,13.9,,59,22,13.9,9,1
2014-10-20,29,0,,12.9,,63.6,20,14.4,9,1
2014-10-21,28.1,0,,13.9,,67.7,20,13.7,9,1
2014-10-22,25.7,0,,,,74.1,18,14,11,0
2014-10-23,24,1,,7.7,,77.5,15,14.4,14,0
2014-10-24,25.5,0,,9.5,,72.6,16,13.1,11,0
2014-10-25,25.2,0,,,,70.7,19,12.8,8,1
2014-10-26,26.5,0,,13.9,,68.7,18,12.7,9,0
2014-10-27,24.6,0,,12.5,,72.7,18,13,9,0
2014-10-28,23.1,0,,8.4,,82.2,20,14.8,12,1
2014-10-29,23.4,0,,11.7,,81.7,17,14.1,12,0
2014-10-30,24,0,216,11.4,,75,15,12.1,10,0
2014-10-31,23,0,,12.1,,72.6,15,11.4,9,1
2013-06-01,32,0.7,,12,1016.3,71,14,12,10,not fire
2013-06-02,30,4,,13,1017.2,73,16,12.4,10,not fire
2013-06-03,29,2,,14,1016.1,80,16,13,11,not fire
2013-06-04,30,0,,14,1015.6,64,17,13.8,11,not fire
2013-06-05,32,0.2,,14,1012.6,60,17,14.3,12,not fire
2013-06-06,35,0.1,,11,1013.7,54,18,16.5,14,fire
2013-06-07,35,0.2,,17,1016.5,44,18,16.1,13,fire
2013-06-08,28,1.3,,17,1015.2,51,18,16,12,not fire
2013-06-09,27,0.1,,18,1014.5,59,17,14,12,not fire
2013-06-10,30,0,,15,1016.3,41,18,15,13,fire
2013-06-11,31,0,,21,1019.1,42,18,15.4,14,fire
2013-06-12,27,0,,17,1019.2,58,20,15.9,12,fire
2013-06-13,30,2,,15,1017.8,52,19,15.7,13,not fire
2013-06-14,27,0.7,,16,1015.6,79,21,17.5,14,not fire
2013-06-15,28,0,,15,1014,90,22,19.6,17,not fire
2013-06-16,29,0.4,,15,1012.8,87,24,19.8,16,not fire
2013-06-17,31,4.7,,17,1010.5,69,22,18.4,11,not fire
2013-06-18,33,8.7,,10,1014.9,62,21,17.1,12,not fire
2013-06-19,32,4.5,,14,1016.9,67,18,14.5,12,not fire
2013-06-20,31,0.2,,14,1016.7,72,19,17,15,not fire
2013-06-21,32,0,,14,1018,55,21,18.1,15,fire
2013-06-22,33,1.1,,14,1019,46,20,18.6,18,not fire
2013-06-23,33,0.8,,16,1020.3,59,20,19.3,18,not fire
2013-06-24,35,0,,16,1021.3,68,20,18.6,18,fire
2013-06-25,34,0,72,16,1021.6,70,18,16.9,16,fire
2013-06-26,36,0,,16,1020.8,62,18,16,14,fire
2013-06-27,36,0,,15,1021.1,55,17,15.5,13,fire
2013-06-28,37,0,,13,1023.1,37,18,16.5,14,fire
2013-06-29,37,0.6,,13,1020,36,17,14.3,11,fire
2013-06-30,34,1.7,,15,,42,19,15.9,12,not fire
2013-07-01,28,2.2,,18,1015.1,58,21,18.7,16,not fire
2013-07-02,33,0,,16,1014.3,48,22,20.1,17,fire
2013-07-03,34,0.1,,17,1016,56,21,20.3,19,fire
2013-07-04,34,0,,18,1018.5,58,22,20.4,19,fire
2013-07-05,34,0,,18,1020.5,45,21,19,17,fire
2013-07-06,35,0.3,,15,1020.4,42,21,19,17,fire
2013-07-07,38,0.5,,13,1019.2,43,21,18.3,15,fire
2013-07-08,35,6,,18,1017.8,47,22,18.4,15,fire
2013-07-09,36,1.9,,15,1016.3,43,22,19.6,17,fire
2013-07-10,34,3.8,,16,1013.7,51,22,19.5,16,not fire
2013-07-11,34,2.9,,15,1010.8,56,23,19.5,16,not fire
2013-07-12,36,0,,13,1013.6,44,24,20.4,15,fire
2013-07-13,39,0.6,,13,1014,45,24,22.1,20,fire
2013-07-14,37,0.2,,18,1016.2,37,23,21.6,19,
2013-07-15,34,0,,17,1017.8,45,24,21.1,16,fire
2013-07-16,31,0,,17,1017.2,83,22,20.5,18,fire
2013-07-17,32,0,,17,1016.4,81,24,22,19,fire
2013-07-18,33,0,,15,1016.4,68,23,22.8,22,fire
2013-07-19,34,0,,16,1014.3,58,24,22.6,20,fire
2013-07-20,36,0,,16,1009.8,50,25,23,20,fire
2013-07-21,36,0,,18,1012,29,25,23.4,22,fire
2013-07-22,32,0,,18,1013.5,48,24,23.2,21,fire
2013-07-23,31,0,,17,1013.7,71,25,23.7,23,fire
2013-07-24,33,1.1,,17,1014.9,63,25,23,21,not fire
2013-07-25,39,1.2,,9,1014.4,64,25,22.2,19,not fire
2013-07-26,35,0.2,,10,1011.2,58,25,21.5,16,not fire
2013-07-27,29,0,,18,1008.9,87,25,20.4,15,not fire
2013-07-28,33,0,,16,1013.9,57,25,20.8,16,fire
2013-07-29,34,0,,16,1019.1,59,23,21.5,17,fire
2013-07-30,36,0,,16,1020.6,56,24,21.9,19,fire
2013-07-31,37,0,,15,1017.7,55,22,20,18,fire
2013-08-01,38,0,,14,1015.1,52,23,19.8,16,not fire
2013-08-02,40,0,,14,1014.4,34,23,20.7,11,fire
2013-08-03,39,0,,17,1015.1,33,24,19.8,14,fire
2013-08-04,38,0,,15,1016.4,35,24,19.6,12,fire
2013-08-05,34,0.1,,17,1014.4,42,25,20.5,13,fire
2013-08-06,30,3.1,,14,1012,54,25,17.6,11,not fire
2013-08-07,34,2.9,,13,1009.8,63,25,19.3,12,not fire
2013-08-08,37,0,,11,1012.6,56,25,21.4,16,fire
2013-08-09,39,0,,12,1019.5,43,25,20.9,19,fire
2013-08-10,39,0.2,,15,1019.1,39,21,19.3,17,fire
2013-08-11,40,0,,15,1017.7,31,22,19.8,18,fire
2013-08-12,39,0.4,,17,1015.3,21,23,20.3,17,fire
2013-08-13,35,0.2,,16,1013.7,34,24,21.6,19,fire
2013-08-14,37,0,,13,1015.3,40,23,20.1,16,fire
2013-08-15,35,0.3,,13,1016.8,46,22,20.2,16,fire
2013-08-16,40,0.1,,10,1016.3,41,22,18,12,fire
2013-08-17,42,0,,9,1015.3,24,23,21.6,20,fire
2013-08-18,37,0,,14,1015.4,37,24,22.3,21,fire
2013-08-19,35,0.1,,15,1016,66,24,22.7,20,fire
2013-08-20,36,0,,15,1017.8,81,23,21.9,20,fire
2013-08-21,36,0,,15,1017.3,71,21,19.3,18,fire
2013-08-22,37,0,,14,1015.2,53,21,18.1,15,fire
2013-08-23,36,0,,16,1013.5,43,23,18.9,15,fire
2013-08-24,35,0,,15,1012.1,38,24,21.3,18,fire
2013-08-25,34,0,,18,1011,40,23,21.8,20,fire
2013-08-26,33,0,,16,1008.1,37,24,22.6,21,fire
2013-08-27,36,0,,14,1010.8,54,25,22.5,19,fire
2013-08-28,35,0.4,,14,1013.2,56,24,22.2,20,not fire
2013-08-29,35,0.5,,17,1012.5,53,23,21.3,18,fire
2013-08-30,34,0,,15,1014.5,49,23,21.2,20,fire
2013-08-31,30,0,,19,1016.4,59,21,20.4,18,fire
2013-09-01,29,0,,16,1017.8,86,21,19.7,18,not fire
2013-09-02,28,0,,19,1019.6,67,22,19.9,19,not fire
2013-09-03,28,0,,16,1020.7,75,21,19.8,18,fire
2013-09-04,30,0.2,,15,1017.7,66,23,20.9,19,not fire
2013-09-05,30,4.1,,12,1012.2,58,23,21.3,20,not fire
2013-09-06,34,6.5,,14,1012,71,23,21.2,19,not fire
2013-09-07,31,0,,15,1014.6,62,24,22.2,20,fire
2013-09-08,30,0,,14,1017.3,88,24,23,22,fire
2013-09-09,30,0,,15,1020.6,80,25,23.3,22,fire
2013-09-10,29,1.1,,15,1018.5,74,23,20.7,19,not fire
2013-09-11,30,0,,14,1016.3,73,24,21.3,20,not fire
2013-09-12,31,0,,14,1017.7,72,22,21,20,fire
2013-09-13,29,0,,19,1019.9,49,21,20.3,19,fire
2013-09-14,28,0,,15,1017.3,81,22,20.4,19,fire
2013-09-15,32,0,,13,1013.6,51,23,21.6,20,fire
2013-09-16,33,0,,13,1012.3,26,24,22.1,20,fire
2013-09-17,34,0,,12,1012.1,44,23,21.4,20,fire
2013-09-18,36,0.1,,13,1012.6,33,23,20.8,19,fire
2013-09-19,29,0.1,,8,1012.3,41,22,20.6,19,fire
2013-09-20,34,0.2,,13,1016.6,58,20,18.2,16,not fire
2013-09-21,35,0,,17,1020.7,34,20,17.7,15,fire
2013-09-22,33,0,,13,1021.5,64,20,17.9,16,fire
2013-09-23,35,0,,14,1019.3,56,19,17.4,15,fire
2013-09-24,26,2,,6,1015.6,49,21,18.8,16,not fire
2013-09-25,28,0,,15,1013.7,70,23,20.1,17,not fire
2013-09-26,30,0,,14,1014.6,65,23,20.7,18,fire
2013-09-27,28,4.4,,15,1011.7,87,24,19.3,15,not fire
2013-09-28,27,0.5,,29,1010.5,87,24,19.2,17,not fire
2013-09-29,24,0.1,,18,1010.5,54,20,17.8,15,not fire
2013-09-30,24,0.2,,15,1010,64,21,17.2,14,not fire
2012-06-01,29,0,,18,1015.2,57,20,16.2,12,not fire
2012-06-02,29,1.3,,13,1012.8,61,21,16.8,12,not fire
2012-06-03,26,13.1,,22,1013.9,82,21,18.9,16,not fire
2012-06-04,25,2.5,,13,966.4,89,21,19.2,17,not fire
2012-06-05,27,0,,16,1016.1,77,20,18.2,17,not fire
2012-06-06,31,0,,14,1012.2,67,22,18,15,fire
2012-06-07,33,0,,13,1007.4,54,22,18,15,fire
2012-06-08,30,0,,15,1009.6,73,21,19.6,15,fire
2012-06-09,25,0.2,,13,1015.9,88,21,20.1,18,not fire
2012-06-10,28,0,,12,1015.3,79,21,19.2,18,not fire
2012-06-11,31,0,,14,1009.5,65,21,18.3,15,fire
2012-06-12,26,0,,19,1010.5,81,22,19,16,fire
2012-06-13,27,1.2,,21,1015.5,84,21,19.1,17,not fire
2012-06-14,30,0.5,,20,1013.1,78,21,19.3,18,not fire
2012-06-15,28,3.1,,17,1016,80,21,20.1,18,not fire
2012-06-16,29,0.7,,13,1017.5,89,21,20.9,20,not fire
